time,arb_id,data_hex,alert_type,detail
1772062242.6414292,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.6466205,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.6521702,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.6577156,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.6632123,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.6687818,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.6722732,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.6741333,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.679515,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.6851668,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.690518,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.6961825,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.701629,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.7071598,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.7127159,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.7178571,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.7213147,0x200,0001020304050607,,
1772062242.7228186,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.7233171,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.7284505,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.733986,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.7390995,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.7443633,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.7494802,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.755085,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.7606525,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.7662969,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.7719343,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.773371,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.7775803,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.7826695,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.7843633,0x300,0101010101010101,,
1772062242.7879286,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.7935834,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.7986605,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.8042324,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.8097713,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.8149207,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.8200383,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.8225372,0x200,0001020304050607,,
1772062242.8240361,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.8255699,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.8307903,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.8365772,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.84201,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.8472157,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.8528123,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.8579135,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.8630836,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.86872,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.8743105,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.874413,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.879408,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.8849807,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.890179,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.8957822,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.9009624,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.9064384,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.9120567,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.9176538,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=407 thresh=80
1772062242.9228544,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.923729,0x200,0001020304050607,,
1772062242.9252274,0x100,0a00000000000000,FREQ_ANOMALY,count_in_2.0s=408 thresh=80
1772062242.9283433,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.933454,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
1772062242.9391294,0x100,6363636363636363,FREQ_ANOMALY,count_in_2.0s=409 thresh=80
